ID,Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
abdelal01,Alaa Abdelnaby,PF,23,POR,71,13.2,2.5,5.1,0.493,0.0,0.0,0.0,2.5,5.1,0.493,0.493,1.1,1.4,0.0,1.1,2.5,3.7,0.4,0.4,0.2,0.9,1.9,6.1,13.5,0.533,0.0,0.28,9.5,20.9,15.2,4.7,1.3,1.1,14.0,20.6,0.6,1.5,2.1,0.11,-2.3,-0.4,-2.6,-0.1
abdulma02,Mahmoud Abdul-Rauf,PG,22,DEN,81,19.0,4.4,10.4,0.421,0.4,1.2,0.33,4.0,9.3,0.433,0.44,1.2,1.3,0.33,0.3,1.1,1.4,2.4,0.5,0.0,1.4,1.6,10.3,12.6,0.469,0.111,0.128,1.5,6.8,4.0,21.0,1.4,0.2,11.6,26.7,-0.2,0.8,0.6,0.018,-1.2,-1.9,-3.1,-0.4
acresma01,Mark Acres,C,29,ORL,68,13.6,1.1,2.2,0.517,0.0,0.0,0.333,1.1,2.2,0.52,0.52,0.8,1.0,0.333,1.4,2.3,3.7,0.3,0.4,0.2,0.5,2.1,3.1,10.1,0.576,0.02,0.444,11.4,19.2,15.2,3.2,1.3,1.0,15.5,9.6,1.1,0.8,1.9,0.097,-2.7,-0.2,-2.9,-0.2
adamsmi01,Michael Adams,PG,29,WSB,78,35.8,6.2,15.8,0.393,1.6,4.9,0.324,4.6,10.9,0.425,0.444,4.0,4.6,0.324,0.7,3.2,4.0,7.6,1.9,0.1,2.7,2.1,18.1,17.1,0.506,0.313,0.292,2.2,10.1,6.1,31.5,2.5,0.2,13.2,24.2,2.6,2.6,5.3,0.09,2.1,-0.3,1.8,2.6
addisra01,Rafael Addison,SF,27,NJN,76,15.5,2.5,5.7,0.433,0.2,0.6,0.286,2.3,5.0,0.452,0.449,0.7,1.0,0.286,0.9,1.3,2.2,0.9,0.4,0.4,0.6,1.4,5.8,10.9,0.477,0.113,0.176,5.7,9.3,7.4,8.1,1.2,1.4,9.0,17.5,0.8,0.7,1.5,0.063,-1.8,-0.9,-2.7,-0.2
aguirma01,Mark Aguirre,SF,32,DET,75,21.1,4.5,10.5,0.431,0.2,0.9,0.211,4.3,9.5,0.453,0.44,2.1,3.1,0.211,0.9,2.3,3.1,1.7,0.7,0.1,1.4,2.3,11.3,13.7,0.479,0.09,0.292,4.8,12.0,8.4,13.4,1.7,0.4,10.6,27.6,0.1,2.0,2.2,0.066,-1.7,0.1,-1.6,0.1
aingeda01,Danny Ainge,SG,32,POR,81,19.7,3.7,8.3,0.442,1.0,2.8,0.339,2.7,5.5,0.496,0.5,1.3,1.6,0.339,0.5,1.3,1.8,2.5,0.9,0.2,0.9,1.8,9.7,15.4,0.534,0.34,0.194,2.7,7.4,5.1,18.4,2.2,0.5,8.7,20.5,3.1,2.0,5.2,0.155,1.1,0.8,1.9,1.6
alexavi01,Victor Alexander,C,22,GSW,80,16.9,3.0,5.7,0.529,0.0,0.0,0.0,3.0,5.7,0.531,0.529,1.3,1.9,0.0,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4,13.9,0.561,0.002,0.325,8.7,18.3,13.6,3.1,1.5,2.7,14.8,18.3,1.1,1.4,2.5,0.09,-1.6,-0.4,-2.0,0.0
andergr01,Greg Anderson,PF,27,DEN,82,34.1,4.7,10.4,0.456,0.0,0.0,0.0,4.7,10.4,0.458,0.456,2.0,3.3,0.0,4.1,7.4,11.5,1.0,1.1,0.8,2.5,3.2,11.5,12.6,0.486,0.005,0.314,12.3,24.7,18.2,4.1,1.5,1.4,17.1,17.1,-0.6,3.6,3.0,0.052,-2.4,-1.1,-3.4,-1.0
anderke01,Kenny Anderson,PG,21,NJN,64,17.0,2.9,7.5,0.39,0.0,0.2,0.231,2.9,7.3,0.394,0.393,1.1,1.5,0.231,0.6,1.4,2.0,3.2,1.0,0.1,1.5,1.1,7.0,12.8,0.43,0.027,0.204,3.6,9.0,6.2,26.5,3.0,0.5,15.6,22.9,-0.6,1.1,0.5,0.022,-1.7,-0.1,-1.8,0.1
