ID,Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
bensoke01,Kent Benson,C,29,DET,82,21.1,3.0,5.5,0.55,0.0,0.0,0.0,3.0,5.5,0.551,0.55,1.0,1.2,0.0,1.4,3.6,5.0,1.6,0.9,0.6,1.0,2.8,7.1,14.0,0.584,0.002,0.224,6.9,18.6,12.6,9.2,1.9,1.7,13.8,12.8,2.5,2.2,4.7,0.131,-0.1,1.6,1.5,1.5
birdla01,Larry Bird,PF,27,BOS,79,38.3,9.6,19.5,0.492,0.2,0.9,0.247,9.4,18.6,0.504,0.497,4.7,5.3,0.247,2.3,7.8,10.1,6.6,1.8,0.9,3.0,2.5,24.2,24.2,0.552,0.047,0.273,7.0,22.3,14.9,26.2,2.3,1.3,12.1,26.7,7.9,5.6,13.6,0.215,5.6,2.0,7.6,7.3
birdsot01,Otis Birdsong,SG,28,NJN,69,31.4,8.4,16.6,0.508,0.1,0.3,0.25,8.4,16.3,0.513,0.51,2.8,4.6,0.25,1.1,1.4,2.5,3.9,1.2,0.2,2.5,2.6,19.8,16.8,0.53,0.017,0.278,3.8,5.1,4.5,19.1,1.8,0.5,11.7,26.7,2.4,2.1,4.5,0.1,1.3,-0.7,0.6,1.4
blackro01,Rolando Blackman,SG,24,DAL,81,37.3,8.9,16.3,0.546,0.0,0.1,0.091,8.9,16.2,0.55,0.547,4.6,5.7,0.091,1.5,3.1,4.6,3.6,0.7,0.5,2.1,1.6,22.4,19.8,0.596,0.008,0.347,4.8,9.5,7.2,14.2,0.9,0.7,10.0,23.3,8.3,1.5,9.8,0.155,3.6,-1.2,2.4,3.3
bosweto01,Tom Boswell,PF,30,UTA,38,6.9,0.7,1.4,0.538,0.0,0.0,1.0,0.7,1.3,0.529,0.548,0.4,0.6,1.0,0.7,0.9,1.7,0.4,0.2,0.0,0.3,1.5,1.9,10.2,0.596,0.019,0.404,11.9,13.7,12.9,7.6,1.6,0.0,17.5,11.3,0.4,0.3,0.6,0.115,-3.0,-0.1,-3.1,-0.1
bratzmi01,Mike Bratz,PG,28,GSW,82,17.4,2.6,6.4,0.409,0.2,0.6,0.294,2.4,5.7,0.421,0.423,1.5,1.7,0.294,0.5,1.2,1.7,3.1,1.0,0.1,1.3,1.9,6.8,12.9,0.483,0.098,0.263,2.9,8.4,5.5,23.9,2.7,0.2,15.8,18.8,0.6,1.3,1.9,0.063,-1.5,0.3,-1.2,0.3
breuera01,Randy Breuer,C,23,MIL,57,8.3,1.2,3.1,0.384,0.0,0.0,0.0,1.2,3.1,0.384,0.384,0.6,0.8,0.0,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.7,2.9,9.2,0.426,0.0,0.26,12.0,14.1,13.1,5.0,1.2,4.7,15.1,20.8,-0.5,0.8,0.3,0.029,-6.1,0.5,-5.6,-0.4
brewero01,Ron Brewer,SG,28,TOT,53,18.7,3.4,7.6,0.444,0.1,0.3,0.214,3.3,7.3,0.452,0.448,1.0,1.3,0.214,0.4,0.8,1.2,0.9,0.5,0.4,0.8,1.2,7.8,9.6,0.477,0.035,0.166,2.4,4.4,3.4,6.5,1.1,1.1,8.5,18.5,0.1,0.2,0.3,0.016,-2.4,-1.5,-3.8,-0.5
bridgju01,Junior Bridgeman,SF,30,MIL,81,30.0,6.3,13.5,0.465,0.1,0.4,0.194,6.2,13.1,0.473,0.468,2.4,3.0,0.194,1.0,3.1,4.1,3.3,0.7,0.2,1.8,2.8,15.1,14.3,0.508,0.028,0.222,3.9,11.3,7.8,16.7,1.1,0.3,11.0,23.4,2.1,3.0,5.1,0.1,-0.2,-0.6,-0.8,0.7
brookmi01,Michael Brooks,SF,25,SDC,47,29.9,4.5,9.5,0.479,0.0,0.1,0.0,4.5,9.4,0.484,0.479,2.2,3.2,0.0,3.0,4.3,7.3,1.9,1.1,0.3,1.7,2.7,11.3,14.0,0.518,0.011,0.339,11.5,16.1,13.8,8.1,1.7,0.5,13.2,16.7,1.6,0.8,2.4,0.081,0.4,-0.7,-0.3,0.6
brownfr01,Fred Brown,SG,35,SEA,71,15.9,3.6,7.1,0.51,0.1,0.5,0.265,3.5,6.6,0.528,0.519,1.1,1.2,0.265,0.2,0.7,0.9,2.7,0.7,0.0,1.0,1.2,8.5,17.1,0.553,0.067,0.17,1.4,4.8,3.1,26.6,2.1,0.1,11.4,22.6,1.8,0.8,2.6,0.111,1.1,-0.4,0.7,0.8
brownri01,Rickey Brown,C,25,ATL,68,11.5,1.4,3.0,0.468,0.0,0.0,0.0,1.4,3.0,0.468,0.468,0.7,1.0,0.0,1.0,1.7,2.7,0.4,0.3,0.3,0.8,2.4,3.5,9.0,0.514,0.0,0.323,9.6,16.8,13.2,5.3,1.2,1.7,18.8,15.5,0.0,0.9,0.9,0.056,-4.4,0.0,-4.4,-0.5
bucknqu01,Quinn Buckner,PG,29,BOS,79,15.8,1.7,4.1,0.427,0.0,0.1,0.0,1.7,4.0,0.435,0.427,0.6,0.9,0.0,0.5,1.2,1.7,2.7,1.1,0.0,1.3,2.4,4.1,9.4,0.456,0.019,0.229,3.9,8.4,6.2,21.5,3.2,0.1,22.0,15.0,-0.6,1.9,1.3,0.052,-3.7,1.9,-1.8,0.1
busedo01,Don Buse,PG,33,KCK,76,17.5,2.0,4.6,0.426,0.2,0.8,0.305,1.7,3.9,0.451,0.452,0.8,1.1,0.305,0.4,1.1,1.5,4.0,1.1,0.0,1.1,0.8,5.0,13.4,0.492,0.168,0.227,2.4,7.6,5.0,29.4,3.0,0.0,18.3,14.4,0.8,1.4,2.2,0.08,0.0,1.0,1.0,1.0
carrke01,Kenny Carr,PF,28,POR,82,29.9,6.3,11.3,0.561,0.0,0.1,0.0,6.3,11.2,0.564,0.561,3.0,4.5,0.0,2.5,5.3,7.8,1.9,0.8,0.4,2.5,3.3,15.6,17.3,0.592,0.005,0.398,9.8,21.5,15.5,9.1,1.3,0.8,15.7,21.1,4.1,2.6,6.7,0.131,1.1,-0.7,0.3,1.5
carrml01,M.L. Carr,SF,33,BOS,60,9.8,1.2,2.9,0.409,0.1,0.3,0.2,1.1,2.6,0.429,0.418,0.7,0.8,0.2,0.4,0.8,1.3,0.8,0.3,0.1,0.8,1.1,3.1,7.8,0.481,0.088,0.281,5.2,9.2,7.3,10.7,1.4,0.4,19.3,16.7,-0.2,0.6,0.4,0.034,-3.3,-0.3,-3.6,-0.2
carrojo01,Joe Barry Carroll,C,25,GSW,80,37.0,8.3,17.4,0.477,0.0,0.0,0.0,8.3,17.4,0.477,0.477,3.9,5.4,0.0,2.9,5.0,8.0,2.5,1.3,1.8,3.4,3.1,20.5,16.8,0.519,0.001,0.312,8.1,15.9,11.7,10.1,1.6,2.7,14.5,24.3,1.6,3.1,4.7,0.077,0.3,-0.1,0.2,1.6
cartebu01,Butch Carter,SG,25,IND,73,28.0,5.7,11.8,0.479,0.2,0.6,0.326,5.5,11.2,0.488,0.488,1.9,2.4,0.326,1.0,1.1,2.1,2.8,1.8,0.2,1.9,2.9,13.4,13.5,0.52,0.053,0.206,3.8,4.5,4.1,15.0,2.9,0.4,13.0,21.8,0.4,2.2,2.6,0.061,-1.5,0.3,-1.2,0.4
carteho01,Howard Carter,SG,22,DEN,55,12.5,2.6,5.7,0.459,0.1,0.3,0.263,2.5,5.4,0.471,0.467,0.9,1.1,0.263,0.7,0.9,1.6,1.3,0.3,0.1,0.8,1.5,6.2,12.0,0.499,0.06,0.193,5.7,7.5,6.6,13.2,1.2,0.3,10.9,21.1,0.3,0.1,0.4,0.028,-1.6,-2.3,-3.9,-0.3
cartwbi01,Bill Cartwright,C,26,NYK,77,32.3,5.9,10.5,0.561,0.0,0.0,0.0,5.9,10.5,0.561,0.561,5.2,6.5,0.0,2.5,5.9,8.4,1.4,0.6,1.3,2.6,3.4,17.0,18.5,0.637,0.001,0.621,9.6,22.1,15.9,6.4,0.9,2.4,16.3,20.6,5.6,4.2,9.8,0.189,1.5,0.5,2.0,2.5
catchha01,Harvey Catchings,PF,32,MIL,69,16.8,0.9,2.2,0.399,0.0,0.0,0.0,0.9,2.2,0.401,0.399,0.3,0.6,0.0,1.3,2.6,3.9,0.6,0.4,1.2,0.8,2.5,2.1,6.7,0.42,0.007,0.275,9.1,17.2,13.3,4.6,1.1,4.1,24.9,8.4,-0.7,2.1,1.3,0.056,-4.1,1.9,-2.1,0.0
chambto01,Tom Chambers,PF,24,SEA,82,31.3,6.8,13.5,0.499,0.0,0.1,0.0,6.8,13.4,0.505,0.499,4.6,5.7,0.0,2.7,3.8,6.5,1.6,0.6,0.6,2.3,3.8,18.1,16.6,0.563,0.011,0.423,9.7,13.8,11.8,7.9,0.9,1.1,12.7,24.4,4.0,2.1,6.1,0.115,0.0,-1.4,-1.3,0.4
cheekma01,Maurice Cheeks,PG,27,PHI,75,33.3,5.1,9.4,0.55,0.1,0.3,0.4,5.0,9.1,0.554,0.556,2.3,3.1,0.4,0.6,2.1,2.7,6.4,2.3,0.3,2.4,2.6,12.7,16.4,0.591,0.028,0.33,2.1,7.1,4.7,27.7,3.3,0.5,18.5,16.3,3.9,3.4,7.3,0.141,0.7,1.6,2.3,2.7
clarkca01,Carlos Clark,SG,23,BOS,31,4.1,0.6,1.7,0.365,0.0,0.1,0.0,0.6,1.6,0.38,0.365,0.5,0.6,0.0,0.2,0.3,0.5,0.5,0.3,0.0,0.4,0.4,1.7,12.1,0.451,0.038,0.346,6.5,8.6,7.6,17.7,3.0,0.4,16.7,23.3,-0.1,0.2,0.1,0.048,-3.2,0.3,-2.9,0.0
collido02,Don Collins,SG,25,GSW,61,15.7,3.1,6.3,0.483,0.0,0.1,0.2,3.0,6.3,0.487,0.484,1.1,1.5,0.2,1.0,1.1,2.1,1.1,0.7,0.2,1.3,2.0,7.2,12.4,0.516,0.013,0.23,6.6,8.2,7.3,10.1,2.1,0.8,15.8,20.6,0.2,0.7,0.9,0.047,-1.7,-0.4,-2.1,0.0
combsle01,Leroy Combs,SF,23,IND,48,9.3,1.7,3.4,0.497,0.0,0.1,0.0,1.7,3.3,0.506,0.497,1.2,1.9,0.0,0.4,0.8,1.2,0.8,0.5,0.4,1.0,1.0,4.5,13.5,0.537,0.018,0.558,4.7,9.1,6.9,12.4,2.4,2.3,18.5,23.0,-0.2,0.6,0.4,0.041,-1.3,0.5,-0.8,0.1
connele01,Lester Conner,SG,24,GSW,82,31.4,4.4,8.9,0.493,0.0,0.1,0.167,4.4,8.8,0.496,0.494,2.3,3.2,0.167,1.6,2.1,3.7,4.9,2.0,0.1,1.7,2.1,11.1,15.1,0.537,0.008,0.355,5.2,7.9,6.5,20.9,2.9,0.3,14.5,14.9,3.6,2.3,5.9,0.11,0.4,1.2,1.6,2.3
cookda01,Darwin Cook,PG,25,NJN,82,22.8,3.7,8.4,0.443,0.1,0.6,0.239,3.6,7.8,0.457,0.451,1.2,1.5,0.239,0.6,1.3,1.9,4.3,2.0,0.4,1.7,2.2,8.7,14.5,0.481,0.067,0.183,3.1,6.5,4.8,25.4,4.1,1.1,16.1,18.8,0.6,3.0,3.6,0.092,-0.4,2.5,2.1,1.9
cookje01,Jeff Cook,C,27,CLE,81,24.1,2.3,4.8,0.486,0.0,0.0,0.5,2.3,4.8,0.486,0.487,1.2,1.6,0.5,2.1,3.8,6.0,1.5,0.8,0.6,1.1,3.5,5.8,11.2,0.53,0.005,0.336,9.8,18.7,14.1,8.4,1.7,1.4,17.0,11.4,1.4,2.2,3.7,0.09,-1.9,1.0,-0.9,0.6
coopemi01,Michael Cooper,SG,27,LAL,82,29.1,3.3,6.7,0.497,0.5,1.5,0.314,2.9,5.2,0.549,0.532,1.9,2.3,0.314,0.6,2.5,3.2,5.9,1.4,0.8,1.8,3.3,9.0,14.1,0.586,0.22,0.337,2.7,9.2,6.2,23.5,2.2,1.5,19.0,13.1,3.9,2.6,6.5,0.13,0.8,1.7,2.5,2.7
coopewa01,Wayne Cooper,C,27,POR,81,20.5,3.8,8.2,0.459,0.0,0.1,0.0,3.8,8.1,0.463,0.459,2.3,2.8,0.0,2.2,3.7,5.9,0.9,0.3,1.3,1.4,3.0,9.8,15.8,0.519,0.011,0.347,12.2,22.0,17.0,6.2,0.7,3.8,12.6,21.2,2.0,2.0,4.1,0.118,-1.0,-0.6,-1.6,0.2
corzida01,Dave Corzine,C,27,CHI,82,32.6,4.7,10.0,0.467,0.0,0.1,0.333,4.7,9.9,0.469,0.469,2.8,3.4,0.333,2.1,5.0,7.0,2.5,0.7,1.5,2.1,2.8,12.2,13.5,0.531,0.011,0.334,7.2,17.7,12.4,11.1,1.0,2.6,15.6,17.3,1.6,3.1,4.7,0.084,-0.6,0.7,0.1,1.4
crossru01,Russell Cross,C,22,GSW,45,7.9,1.4,2.5,0.571,0.0,0.0,0.0,1.4,2.5,0.571,0.571,0.8,2.0,0.0,0.8,1.0,1.8,0.5,0.3,0.2,0.4,1.3,3.7,15.3,0.546,0.0,0.813,10.0,15.6,12.6,8.8,1.6,1.1,11.1,18.8,0.5,0.3,0.8,0.106,-0.6,-0.2,-0.8,0.1
cummipa01,Pat Cummings,PF,27,DAL,80,31.2,5.7,11.4,0.494,0.0,0.0,0.0,5.7,11.4,0.495,0.494,1.8,2.4,0.0,1.9,6.3,8.2,2.0,0.8,0.3,1.8,3.5,13.1,13.8,0.523,0.002,0.208,7.0,23.6,15.3,8.7,1.2,0.5,12.8,19.2,1.6,2.7,4.2,0.081,-1.4,-0.6,-2.0,0.0
cummite01,Terry Cummings,PF,22,SDC,81,35.9,9.1,18.4,0.494,0.0,0.0,0.0,9.1,18.4,0.495,0.494,4.7,6.5,0.0,4.0,5.6,9.6,1.7,1.1,0.7,2.7,3.7,22.9,19.8,0.538,0.002,0.354,12.6,17.6,15.1,7.2,1.5,1.1,11.2,26.6,5.7,1.8,7.5,0.123,2.0,-1.6,0.4,1.8
curetea01,Earl Cureton,C,26,DET,73,12.4,1.1,2.4,0.458,0.0,0.0,0.0,1.1,2.4,0.46,0.458,0.4,0.8,0.0,1.2,2.8,3.9,0.5,0.3,0.4,0.8,2.0,2.6,8.6,0.475,0.006,0.333,9.7,24.5,16.8,4.6,1.2,1.9,21.3,10.9,-0.2,1.2,1.0,0.051,-3.4,0.4,-3.1,-0.2
dailequ01,Quintin Dailey,SG,23,CHI,82,29.9,7.1,15.0,0.474,0.0,0.4,0.125,7.1,14.6,0.484,0.476,3.9,4.8,0.125,0.7,2.1,2.9,3.1,1.3,0.1,2.7,2.7,18.2,15.8,0.531,0.026,0.322,2.8,8.3,5.5,17.6,2.1,0.3,13.6,27.4,1.5,2.2,3.7,0.072,-0.2,-0.5,-0.6,0.8
dantlad01,Adrian Dantley,SF,28,UTA,79,37.8,10.2,18.2,0.558,0.0,0.1,0.25,10.1,18.2,0.559,0.558,10.3,12.0,0.25,2.3,3.4,5.7,3.9,0.8,0.1,3.3,2.5,30.6,24.6,0.652,0.003,0.658,6.7,9.0,7.9,16.2,0.9,0.1,12.4,28.2,13.0,1.6,14.6,0.235,5.8,-1.5,4.2,4.7
davisbr01,Brad Davis,PG,28,DAL,81,32.9,4.3,8.0,0.53,0.1,0.5,0.184,4.2,7.6,0.551,0.535,2.5,2.9,0.184,0.5,1.8,2.3,6.9,1.2,0.2,2.0,2.7,11.1,14.4,0.593,0.058,0.366,1.8,6.3,4.1,27.1,1.7,0.3,18.0,14.4,4.8,1.5,6.2,0.112,0.3,-0.5,-0.2,1.2
davisch02,Charles Davis,SF,25,WSB,46,10.2,2.2,4.7,0.472,0.0,0.2,0.111,2.2,4.5,0.488,0.475,0.5,0.8,0.111,0.7,1.5,2.2,0.7,0.3,0.2,0.8,1.3,5.0,13.4,0.491,0.041,0.179,8.5,17.2,12.9,10.4,1.5,1.2,13.3,24.8,-0.2,0.6,0.3,0.034,-2.0,-0.5,-2.5,-0.1
davisjo01,Johnny Davis,PG,28,ATL,75,27.7,4.7,10.7,0.443,0.0,0.1,0.0,4.7,10.6,0.447,0.443,2.9,3.4,0.0,0.7,1.1,1.9,4.3,0.8,0.1,1.8,1.9,12.3,14.3,0.507,0.01,0.32,2.9,4.8,3.8,24.4,1.5,0.2,12.8,21.7,1.9,1.4,3.3,0.075,0.4,-1.3,-0.9,0.6
daviswa03,Walter Davis,SG,29,PHO,78,32.6,8.4,16.3,0.512,0.3,1.1,0.23,8.1,15.2,0.532,0.52,3.0,3.5,0.23,0.5,2.1,2.6,5.5,1.4,0.2,2.7,2.6,20.0,18.5,0.559,0.068,0.212,1.7,7.6,4.6,25.0,2.0,0.3,13.3,25.9,4.2,2.0,6.2,0.118,1.9,-0.8,1.0,1.9
dawkida01,Darryl Dawkins,C,27,NJN,81,29.8,6.3,10.6,0.593,0.0,0.1,0.4,6.2,10.5,0.594,0.594,4.2,5.7,0.4,2.0,4.7,6.7,1.5,0.7,1.7,2.9,4.8,16.8,17.6,0.641,0.006,0.543,7.4,18.4,12.8,7.2,1.2,3.3,17.9,21.2,4.3,3.6,7.9,0.156,0.2,1.0,1.3,2.0
dayeda01,Darren Daye,SF,23,WSB,75,15.7,2.4,5.4,0.441,0.0,0.1,0.0,2.4,5.4,0.448,0.441,1.3,1.8,0.0,1.2,1.3,2.5,2.3,0.5,0.2,1.3,2.1,6.1,12.3,0.488,0.015,0.326,9.0,9.7,9.3,21.8,1.6,0.6,17.1,20.5,0.2,1.1,1.3,0.053,-1.1,0.0,-1.2,0.2
dennake01,Kenny Dennard,PF,25,DEN,43,9.6,0.8,2.3,0.364,0.1,0.2,0.3,0.8,2.1,0.371,0.379,0.3,0.6,0.3,0.9,1.5,2.3,1.0,0.5,0.2,0.7,1.9,2.1,7.6,0.411,0.101,0.242,9.2,16.7,12.8,12.0,2.4,1.0,20.9,12.6,-0.3,0.3,0.1,0.007,-4.1,0.5,-3.7,-0.2
donalja01,James Donaldson,C,26,SDC,82,30.8,4.4,7.4,0.596,0.0,0.0,0.0,4.4,7.4,0.596,0.596,3.0,4.0,0.0,2.0,5.9,7.9,1.1,0.5,1.7,2.1,2.6,11.8,15.3,0.648,0.0,0.541,7.4,21.6,14.6,4.6,0.8,3.0,18.6,14.5,3.9,1.9,5.8,0.11,0.5,0.3,0.8,1.8
drewjo01,John Drew,SF,29,UTA,81,22.2,6.3,13.2,0.479,0.1,0.3,0.273,6.2,12.9,0.483,0.482,5.0,6.4,0.273,1.8,2.4,4.2,1.7,1.1,0.0,2.4,2.6,17.7,20.5,0.552,0.021,0.485,9.0,10.6,9.9,12.0,2.2,0.1,12.9,32.9,2.8,1.7,4.5,0.121,1.3,-1.6,-0.3,0.8
drewla01,Larry Drew,PG,25,KCK,73,32.4,6.5,14.1,0.462,0.0,0.1,0.3,6.5,13.9,0.464,0.463,3.3,4.3,0.3,0.5,1.5,2.0,7.6,1.7,0.1,2.7,2.3,16.4,16.5,0.513,0.01,0.305,1.6,5.6,3.5,34.3,2.4,0.2,14.3,23.1,2.6,2.0,4.6,0.093,1.3,-0.5,0.8,1.7
drexlcl01,Clyde Drexler,SG,21,POR,82,17.2,3.1,6.8,0.451,0.0,0.0,0.25,3.1,6.8,0.452,0.452,1.5,2.1,0.25,1.4,1.5,2.9,1.9,1.3,0.4,1.5,2.5,7.7,14.5,0.496,0.007,0.302,9.2,10.6,9.9,14.7,3.6,1.2,16.3,21.6,0.5,1.9,2.4,0.083,-0.9,1.3,0.4,0.8
dunntr01,T.R. Dunn,SG,28,DEN,80,33.8,2.2,4.6,0.47,0.0,0.0,0.0,2.2,4.6,0.472,0.47,1.3,1.8,0.0,2.4,4.7,7.2,2.9,2.2,0.4,1.2,2.9,5.7,10.2,0.523,0.003,0.392,7.4,15.1,11.1,9.1,2.8,0.6,18.3,7.4,2.0,2.1,4.1,0.073,-0.8,1.2,0.4,1.6
eatonma01,Mark Eaton,C,27,UTA,82,26.1,2.4,5.1,0.466,0.0,0.0,0.0,2.4,5.1,0.467,0.466,0.9,1.5,0.0,1.8,5.5,7.3,1.4,0.3,4.3,1.2,3.7,5.6,12.3,0.49,0.002,0.296,7.7,20.8,14.6,6.4,0.5,8.5,17.2,10.6,0.2,3.5,3.7,0.084,-2.7,3.7,1.0,1.6
eavesje01,Jerry Eaves,PG,24,UTA,80,12.9,1.7,3.7,0.451,0.0,0.1,0.0,1.7,3.6,0.46,0.451,1.2,1.7,0.0,0.4,0.7,1.1,2.5,0.4,0.1,1.2,1.1,4.5,10.6,0.507,0.02,0.451,3.1,5.4,4.3,24.7,1.5,0.2,20.9,17.1,0.1,0.6,0.7,0.032,-2.0,-1.4,-3.4,-0.4
edmonke01,Keith Edmonson,SG,23,TOT,55,11.3,2.9,5.8,0.492,0.0,0.0,0.0,2.9,5.8,0.492,0.492,1.7,2.3,0.0,0.8,0.8,1.6,0.6,0.5,0.1,1.1,1.5,7.5,15.5,0.545,0.0,0.393,8.0,7.1,7.5,7.5,1.9,0.6,13.9,27.1,0.5,0.2,0.7,0.058,-0.9,-1.7,-2.6,-0.1
edwarfr01,Franklin Edwards,PG,24,PHI,60,10.9,1.4,3.7,0.38,0.0,0.0,0.0,1.4,3.7,0.382,0.38,0.6,0.8,0.0,0.2,0.8,1.0,1.5,0.5,0.1,0.8,1.3,3.4,7.9,0.417,0.005,0.217,2.1,7.9,5.1,19.1,2.3,0.4,16.0,18.2,-0.6,0.8,0.1,0.009,-4.7,0.2,-4.5,-0.4
edwarja01,James Edwards,C,28,PHO,72,26.3,6.1,11.3,0.536,0.0,0.0,0.0,6.1,11.3,0.537,0.536,2.5,3.5,0.0,1.5,3.3,4.8,2.6,0.3,0.4,1.9,3.5,14.7,16.2,0.57,0.001,0.311,6.6,14.9,10.7,13.9,0.6,0.9,13.1,23.1,3.0,1.4,4.4,0.112,0.5,-1.1,-0.5,0.7
ellisda01,Dale Ellis,SF,23,DAL,67,15.8,3.4,7.4,0.456,0.2,0.4,0.414,3.2,6.9,0.459,0.469,1.3,1.8,0.414,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1.8,8.2,15.1,0.503,0.059,0.245,11.6,15.8,13.7,7.6,1.9,0.5,12.5,24.6,0.5,1.0,1.5,0.066,-0.8,-1.6,-2.4,-0.1
